epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,569.13,0.54933,0.90649,0.99974,0.26479,0.000333143,0.000333143,0.0670188
